{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s4/srabza.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 56 56 56 56 56 56 56 56 56 56 40 40 63 40 40 93 93 15 15 15 7 7 87 9 9 9 74 2 60 52 52 25 25 9 9 9 1 85 85 53 62 9 74 2 66 66 66 47 47 11 45 45 45 64 64 29 28 28 28 28 87 53 53 53 0 0 0 52 52 25 25 25 97 97 97 97 97 14 76 73 73 99 27 89 89 87 87 38 38 38 38 44 80 81 81 81 81 81 83 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s1/pwad4p.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 12 12 12 12 34 34 34 34 34 34 34 4 4 4 4 4 4 4 4 4 56 56 56 56 40 40 40 40 40 40 40 63 27 47 59 87 87 53 53 53 53 64 64 60 60 70 14 14 24 13 58 58 65 31 31 23 23 66 66 27 31 31 11 45 45 45 64 65 3 3 3 3 3 3 48 48 48 48 51 19 19 19 74 74 27 47 47 59 35 35 11 11 64 64 64 29 6 36 36 49 41 41 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s29/sgbm9a.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 63 63 40 63 40 63 63 93 6 15 15 15 36 36 7 87 87 87 9 9 9 9 74 2 31 31 60 92 27 27 78 78 78 52 52 25 25 11 45 45 64 64 64 64 44 80 80 81 10 10 10 10 2 40 40 63 63 47 47 24 13 13 58 58 58 32 37 37 37 86 87 91 38 38 38 16 16 50 50 50 18 18 18 80 80 26 26 26 87 24 13 13 13 13 58 58 58 32 44 80 80 85 85 73 11 11 1 89 89 89 87 87 94 94 94 94 94 32 32 32 88 81 81 81 81 81 10 83 83 83 83 83 83 22 22 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s29/bbwq3a.wav', 'hubert': '71 71 71 71 71 71 12 12 12 12 12 34 34 67 67 67 67 67 54 63 63 40 63 40 40 40 63 27 47 47 53 53 53 53 44 80 80 80 18 18 66 66 66 27 47 47 90 90 90 35 35 35 69 69 69 69 69 69 69 69 69 81 81 84 84 96 96 55 55 67 67 67 54 54 40 93 93 14 14 76 53 99 99 99 92 27 63 89 89 59 59 59 98 98 98 69 69 69 69 69 65 65 3 3 3 3 3 99 60 52 52 52 25 25 11 11 64 64 53 53 73 1 1 27 89 89 87 87 94 94 94 94 94 32 32 32 32 64 81 81 81 81 81 10 83 83 10 10 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s29/bgws1a.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 63 63 63 56 56 56 56 56 56 40 63 63 40 40 40 63 27 47 47 53 53 53 53 53 44 80 80 80 80 18 60 60 70 70 70 14 14 76 74 27 27 78 78 52 52 25 25 11 45 45 64 64 64 64 64 64 80 80 18 81 10 10 10 10 10 40 40 40 40 40 93 93 14 76 76 53 99 99 82 99 37 37 37 86 91 91 91 9 43 43 6 36 36 49 60 60 60 70 14 14 14 24 46 68 68 44 80 85 73 73 11 74 27 89 89 87 87 94 94 94 94 32 32 32 32 88 44 81 81 81 81 10 83 10 10 10 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s29/lbaa8n.wav', 'hubert': '71 71 71 71 12 12 12 12 12 12 63 40 40 40 40 40 40 93 93 93 90 90 90 35 87 94 94 94 32 32 64 64 1 66 27 27 47 47 90 90 35 35 69 69 69 69 69 69 69 69 14 76 76 76 9 9 74 27 31 31 37 37 37 86 94 94 94 94 32 32 32 64 64 37 37 37 86 94 94 94 32 32 32 64 64 74 2 18 18 26 26 26 87 87 91 91 91 17 17 17 17 81 81 81 81 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s1/sriu1a.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 67 67 54 54 40 63 93 93 6 36 36 36 7 87 87 9 9 9 2 2 60 60 52 52 52 25 25 94 32 9 1 85 85 23 53 44 80 11 11 45 45 45 64 60 60 70 14 14 24 68 68 80 85 85 73 11 74 89 89 23 42 42 42 80 80 81 81 10 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 4 4 4 56 56 56 56 56 40 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s4/bgit4a.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 12 34 34 34 34 34 67 67 67 67 54 40 63 40 93 93 63 47 47 53 53 44 80 80 18 18 66 78 78 52 52 25 11 45 45 64 64 44 80 85 53 53 44 44 18 18 18 27 31 36 36 59 45 45 45 45 64 64 65 3 3 3 3 3 77 48 48 48 48 48 48 46 46 46 52 25 25 73 73 1 89 89 87 87 87 38 38 38 38 44 80 80 81 81 81 81 81 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 63 63 8 8 8 40 40 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s1/bbbz8n.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 12 56 56 56 56 4 4 4 4 56 56 40 40 40 40 40 40 40 93 93 93 47 53 53 53 16 80 18 18 66 27 27 47 90 35 35 69 69 69 69 60 27 47 24 24 58 58 58 62 29 29 28 36 28 87 87 9 9 1 85 85 37 37 86 86 94 94 32 32 64 64 2 26 26 26 26 87 38 17 17 17 81 81 81 81 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 40 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s4/bris1p.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 12 12 12 56 56 56 56 56 56 56 56 56 56 56 40 40 40 40 40 40 40 93 27 47 47 53 53 44 44 80 18 18 52 52 25 25 87 9 9 9 85 85 53 53 53 44 26 85 87 91 9 43 6 36 36 49 60 60 60 70 14 14 24 24 61 68 68 44 80 80 80 18 18 18 18 27 47 47 59 90 35 35 11 11 11 64 64 64 64 64 64 29 29 6 15 15 15 41 41 41 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s1/sgib8n.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 12 12 12 12 4 4 4 4 4 4 4 4 12 54 40 40 40 93 93 6 36 36 36 36 7 87 87 9 9 32 74 66 2 27 78 78 52 25 25 11 45 64 80 80 85 53 44 16 18 18 66 66 27 27 47 47 11 45 45 64 64 87 87 94 94 32 32 32 64 2 2 26 26 26 87 42 42 17 17 17 81 81 81 81 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s2/pgay2a.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 34 34 39 39 39 67 67 67 67 67 54 54 40 63 40 63 93 47 35 35 76 32 32 29 6 36 49 92 92 27 78 78 52 52 25 25 45 45 64 64 64 80 80 53 53 44 44 80 80 60 70 70 70 14 14 24 24 61 13 58 58 32 65 74 2 27 31 36 49 59 23 69 69 69 76 76 73 73 1 1 27 89 87 87 94 94 94 94 32 32 32 64 81 81 81 81 10 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 4 4 4 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 63 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s1/bbal6n.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 4 4 4 4 4 4 4 12 12 56 40 40 40 40 40 40 93 93 93 93 93 47 53 53 53 16 50 18 18 66 27 47 90 90 35 35 69 69 69 69 25 37 37 37 86 87 17 17 17 19 65 6 36 36 36 7 23 53 62 74 89 89 36 92 92 26 26 87 42 17 17 17 81 81 81 81 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s4/srbozs.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 34 34 12 67 67 67 67 54 54 63 63 93 93 93 15 15 7 7 87 9 9 9 74 2 52 52 52 25 9 9 9 1 66 66 27 47 47 24 13 13 13 58 58 32 87 87 97 97 97 97 69 62 29 29 28 28 28 87 53 53 53 53 0 0 60 52 52 25 25 97 97 97 97 65 65 65 6 49 49 36 49 7 7 7 69 69 69 69 69 69 69 42 81 80 81 81 81 81 81 10 83 83 83 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 8 8 63 63 63 63 63 63 56 40 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s29/sriy4n.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 67 67 67 67 54 54 63 63 63 63 93 6 15 15 36 36 7 7 87 87 9 9 9 9 74 2 21 21 60 60 52 52 52 25 25 87 91 91 38 38 9 9 9 1 85 31 23 10 37 37 37 86 53 53 53 44 80 80 60 60 70 70 14 14 24 24 13 13 13 58 58 58 32 65 65 3 3 3 3 3 3 77 48 48 48 48 48 48 46 76 44 80 80 26 87 87 87 91 91 91 91 17 17 17 17 17 81 81 81 81 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 63 63 4 4 20 20 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s4/bril7p.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 34 67 67 67 67 67 67 54 54 40 40 93 63 63 47 76 53 53 44 80 80 18 60 52 52 25 25 9 9 9 1 85 85 53 53 53 44 26 26 87 38 17 17 17 19 19 19 65 6 36 36 36 36 7 7 87 9 9 9 99 77 77 50 80 80 18 18 18 18 27 47 59 90 90 35 11 11 11 11 64 64 64 64 64 64 64 29 29 6 15 15 15 15 41 41 41 41 10 10 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 63 56 56 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s2/swbi5p.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 67 67 67 67 54 54 54 63 93 93 6 36 36 7 7 87 9 9 74 60 60 60 70 14 14 24 24 24 13 13 58 58 65 74 31 60 92 27 27 47 24 24 13 13 58 58 58 37 37 37 37 24 24 13 13 13 58 58 32 65 65 3 3 3 3 3 3 33 24 24 13 13 13 58 58 58 32 65 65 3 3 99 92 27 63 27 47 47 90 35 35 11 11 11 64 64 64 64 64 29 6 36 36 49 49 41 41 41 83 83 83 83 83 83 83 4 4 4 4 22 22 22 22 22 22 22 22 22 63 8 8 8 8 8 63 63 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s4/brbgzs.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 12 4 4 12 12 12 12 12 12 34 34 67 67 67 67 54 63 40 40 63 93 93 47 47 53 53 44 44 80 18 60 52 52 25 25 9 9 9 1 1 66 66 27 63 47 24 24 13 13 58 58 32 1 66 27 21 21 95 98 45 45 45 64 64 64 29 29 28 28 7 87 53 53 53 0 0 0 52 52 25 25 25 97 97 97 97 65 65 6 6 49 36 36 36 7 7 7 23 69 69 69 69 69 69 81 81 81 81 81 81 81 81 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 63 22 22 22 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s1/lwir2n.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 4 4 4 4 4 4 4 4 4 67 67 54 54 54 40 40 93 93 93 93 90 35 35 94 32 32 64 60 60 70 14 14 24 24 13 58 58 58 65 74 31 31 23 23 26 26 26 26 24 24 68 61 68 43 74 27 31 36 36 59 23 69 69 69 44 80 26 26 87 42 42 42 17 17 81 81 81 81 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s29/prwt8n.wav', 'hubert': '71 71 71 71 12 12 12 40 63 63 40 40 63 63 47 59 33 90 90 35 35 94 94 94 32 32 65 65 6 6 95 95 60 60 60 52 52 52 25 25 87 91 91 91 91 9 9 9 1 1 27 31 23 10 10 60 60 70 70 14 76 76 53 99 99 99 99 99 27 63 27 31 31 59 59 59 45 45 45 45 45 64 64 64 64 64 64 37 37 37 37 86 24 13 13 13 13 58 58 32 32 64 64 80 18 26 26 26 87 87 91 91 91 42 17 17 17 17 81 81 81 81 81 83 83 83 83 83 83 83 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 63 20 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s1/swbi7a.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 63 63 4 4 4 12 12 12 12 67 67 54 54 40 63 93 93 6 49 36 36 7 87 87 9 9 9 2 60 70 70 14 14 24 13 58 58 58 32 74 74 2 27 27 47 24 24 58 58 58 9 37 37 24 24 13 13 58 58 58 65 6 36 36 36 7 7 87 9 9 77 77 77 44 80 80 26 53 11 11 89 89 89 42 42 42 44 80 81 81 10 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s1/lwbl6n.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 12 12 12 4 4 4 4 12 12 12 12 54 40 40 40 93 93 93 90 35 94 94 32 64 64 60 70 70 14 14 24 13 13 58 58 32 74 31 60 60 27 27 47 24 13 58 58 58 87 17 17 19 19 65 6 36 36 36 7 7 53 53 74 89 89 49 36 92 92 26 26 26 87 87 38 38 17 17 17 17 81 81 81 81 81 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 56 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s1/pgiq4p.wav', 'hubert': '71 71 71 71 12 12 12 12 12 12 4 4 4 4 4 4 4 4 4 4 4 4 54 40 40 93 93 93 27 47 59 33 35 94 32 32 65 6 36 92 92 27 27 78 78 52 25 25 11 45 64 44 80 85 88 88 88 18 18 18 27 89 89 59 59 98 98 69 69 69 65 3 3 3 3 77 48 48 48 51 19 19 74 74 27 47 47 59 35 11 11 11 11 64 64 29 29 6 49 49 49 41 41 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 20 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s2/pgwlzs.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 12 12 67 67 67 67 67 54 54 40 40 40 40 40 63 93 47 90 35 35 94 32 32 65 6 28 49 92 92 63 89 78 78 52 25 25 11 45 45 64 64 80 80 60 70 14 76 76 99 99 87 87 87 17 17 17 19 19 19 19 29 28 28 28 7 11 11 11 11 0 0 52 52 25 25 25 97 97 65 65 6 6 49 36 49 49 7 7 23 87 69 69 69 69 69 69 42 44 80 81 81 81 81 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 56 63 63 63 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s29/pgbo3s.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 67 67 67 67 54 54 40 63 63 63 40 63 47 47 33 33 35 35 94 94 32 32 32 64 65 6 6 36 49 60 92 27 78 78 78 52 69 25 11 11 45 64 64 64 64 64 88 80 80 18 18 66 66 27 63 47 47 24 13 13 58 58 58 32 37 37 37 37 86 86 87 87 9 9 97 97 97 69 69 65 65 65 3 3 3 3 99 60 52 52 52 25 25 11 11 45 64 64 65 6 6 36 36 36 36 49 7 7 7 69 69 69 69 69 69 69 69 42 44 81 81 81 81 83 83 83 83 83 22 22 22 22 22 22 4 4 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s2/prip1p.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 12 12 12 12 56 56 40 40 40 40 40 40 40 93 47 47 90 35 35 94 32 32 65 6 36 49 60 60 52 25 87 91 9 9 9 85 85 53 53 44 80 18 18 66 27 27 47 47 11 45 45 64 64 60 70 70 14 14 24 24 61 61 68 80 80 18 18 18 27 63 47 47 90 90 35 35 11 11 11 64 64 64 64 29 29 6 15 49 49 49 41 41 41 41 83 83 83 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 56 56 56 20 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s29/brbd5s.wav', 'hubert': '71 71 71 71 12 12 12 12 12 12 12 12 12 56 63 40 40 40 63 40 40 40 63 47 47 53 53 53 53 53 44 80 80 18 18 60 52 52 52 25 25 25 87 91 91 38 9 9 1 1 31 31 60 92 27 27 27 47 24 13 13 58 58 32 64 1 66 27 31 31 11 11 45 45 64 64 64 65 65 3 3 3 3 77 24 24 13 13 13 58 58 58 32 65 65 77 6 49 36 36 36 36 7 7 7 23 69 69 69 69 69 69 69 42 81 81 81 81 83 83 83 83 84 22 63 63 22 22 22 22 22 22 22 22 22 4 4 4 4 4 4 4 4 4 4 4 20 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s1/sbit3s.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 12 12 12 12 12 12 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 56 56 67 54 54 40 40 63 93 93 6 49 36 36 7 7 87 9 9 9 74 74 2 27 47 47 90 90 35 53 69 69 25 53 53 44 18 18 18 27 31 31 59 59 45 45 45 64 65 3 3 3 3 77 25 11 45 45 64 29 6 6 36 49 7 7 23 23 69 69 69 42 80 81 81 81 81 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 8 8 40 40 20 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s2/prbc9n.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 12 12 56 56 40 40 40 40 40 93 93 47 47 90 35 35 94 32 32 65 6 6 49 49 60 60 60 52 25 25 87 9 9 9 1 1 66 66 63 47 47 24 24 13 58 58 58 65 6 6 36 36 36 36 7 7 11 45 45 64 64 80 26 26 26 24 24 13 13 13 58 58 32 44 80 18 18 26 26 26 87 87 91 17 17 17 17 97 19 81 81 81 81 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 56 56 56 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s29/pgwv3a.wav', 'hubert': '71 71 71 71 71 71 12 12 67 12 12 12 12 56 63 63 63 56 56 40 40 63 40 40 40 40 63 27 47 59 33 33 35 35 87 94 94 32 32 32 64 65 6 6 36 36 36 49 92 92 27 78 78 78 52 69 69 25 11 45 45 64 64 64 64 64 44 80 80 10 10 10 60 70 70 14 76 76 62 99 99 99 60 66 3 77 77 77 77 11 45 45 45 64 64 64 64 64 64 64 64 10 10 10 10 99 3 3 3 3 99 60 52 52 52 25 25 11 11 45 64 64 64 64 37 37 86 86 73 1 1 27 89 89 87 87 94 94 94 94 94 32 32 32 32 64 81 81 81 81', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s1/bwwu2p.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 4 4 4 4 4 4 4 4 4 4 4 4 4 4 67 54 40 40 93 40 40 93 93 27 47 47 53 53 44 80 80 60 60 66 70 14 14 24 13 13 58 58 9 74 2 77 23 53 62 99 77 77 98 98 98 98 98 69 65 74 27 31 59 59 59 69 69 69 69 74 27 27 47 47 59 35 35 11 11 45 64 64 64 29 6 36 36 49 41 41 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s29/lbwvzp.wav', 'hubert': '71 71 71 71 12 12 12 12 12 12 40 63 40 40 40 63 63 93 93 93 90 90 90 90 90 35 87 94 94 94 32 32 32 64 1 66 27 27 47 47 90 90 35 35 69 69 69 69 69 69 69 60 70 70 14 76 76 62 99 99 99 99 60 3 77 77 77 11 45 45 45 64 64 64 29 28 28 28 28 7 11 11 45 64 64 64 60 52 52 25 25 25 32 32 32 65 74 27 27 27 47 59 59 59 35 11 11 11 11 64 64 64 64 64 64 29 6 6 15 15 15 41 41 41 41 41 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 8 63 63 63 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s2/lgaf5p.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 39 39 67 67 67 67 67 67 54 54 54 54 40 40 63 93 93 90 90 35 35 94 32 32 64 74 27 78 78 52 52 25 25 45 45 64 64 80 85 53 62 62 74 28 28 23 87 87 9 9 43 3 3 3 3 3 3 3 3 24 24 24 61 13 13 58 58 58 32 65 65 3 3 3 99 92 27 63 27 47 90 90 35 35 11 11 11 64 64 64 64 29 6 6 36 36 36 49 41 41 83 83 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 56 56 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s1/srin7a.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 12 4 12 12 34 34 34 34 34 34 67 67 67 54 54 54 40 63 93 93 6 49 36 7 7 87 9 9 9 37 60 60 60 70 52 52 25 25 9 9 1 85 85 23 44 80 26 87 87 38 9 65 6 36 36 36 7 87 87 9 16 77 77 80 80 80 26 73 11 1 89 89 87 42 42 42 80 81 81 81 83 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 56 56 56 56 56 40 40 40 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s29/pgit9s.wav', 'hubert': '71 71 71 71 71 63 12 12 4 4 4 4 4 67 67 67 54 40 63 63 63 40 63 47 47 33 33 35 87 94 94 32 32 64 65 6 6 36 36 49 92 92 27 78 78 78 52 69 25 25 11 45 45 64 64 64 64 64 64 44 80 80 80 10 10 37 37 63 86 86 9 9 9 74 74 2 2 27 27 31 31 59 59 59 45 45 45 45 64 64 64 64 80 80 80 26 26 87 87 24 13 13 13 13 58 58 58 88 44 80 18 18 18 6 49 49 49 49 49 7 7 23 69 69 69 69 69 69 69 69 69 81 81 81 81 81 83 83 83 83 83 83 22 22 22 22 22 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s29/sbwz3a.wav', 'hubert': '71 71 71 71 40 93 93 93 15 15 15 15 7 7 87 87 9 9 9 9 74 2 31 60 60 92 66 63 27 47 47 90 90 35 69 69 69 69 69 69 69 69 60 70 70 70 14 76 76 53 99 99 82 82 62 62 62 29 15 36 28 7 7 87 87 91 91 9 9 43 6 6 36 36 49 99 99 99 99 99 60 52 52 25 25 11 11 64 64 53 53 73 1 1 27 89 89 87 87 94 94 94 94 32 32 32 32 64 81 81 81 81 81 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 22 22 22 8 8 8 8 8 8 8 4 4 4 4 56 56 20 20 20 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s1/bbal9a.wav', 'hubert': '71 71 71 71 12 12 12 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 67 67 67 54 54 40 40 40 93 93 93 63 47 87 53 53 44 16 18 18 18 66 47 47 90 35 35 69 69 69 76 37 37 37 37 86 86 86 17 17 17 19 19 19 99 26 26 26 26 24 13 13 58 58 58 44 80 85 73 73 1 27 89 89 87 38 38 42 80 80 81 81 10 83 83 83 83 83 22 22 22 22 22 22 22 22 22 22 22 4 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 40 20 20', 'duration': 0.0}
{'audio': '/ssd_scratch/cvit/neha/GRID/audio/trainval/s4/lbby1p.wav', 'hubert': '71 71 71 71 71 12 12 12 12 12 12 34 34 34 34 67 67 67 67 67 67 54 54 54 93 93 93 90 90 35 87 94 32 32 64 1 1 66 47 47 90 35 69 69 69 69 60 66 66 47 24 24 13 13 58 58 60 60 70 70 14 14 24 24 13 13 58 58 58 60 60 70 70 14 14 24 68 68 68 44 80 80 18 18 18 18 27 47 59 59 90 35 11 11 11 11 64 64 64 64 64 64 29 29 15 15 36 36 15 41 41 41 10 10 83 83 83 83 83 83 83 83 22 22 22 22 22 22 22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 40 40 20 20 20', 'duration': 0.0}
